company,companyLabel,typeLabel,countryLabel,foundingYear,revenue,employees,assets
http://www.wikidata.org/entity/Q16952021,Mikel Coffee Company,Кофе,,2008-01-01T00:00:00Z,33439000,3000,
http://www.wikidata.org/entity/Q46012677,Miko,Кофе,Бельгия,1937-12-28T00:00:00Z,289800000,1400,
http://www.wikidata.org/entity/Q6850057,Miko Coffee,Кофе,,1801-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q137888394,Miopane USA,Кофе,США,,,,
http://www.wikidata.org/entity/Q105542987,Moluccan Trade Company,Кофе,Нидерланды,1881-11-09T00:00:00Z,,,
http://www.wikidata.org/entity/Q6932113,Mugg & Bean,Кофе,ЮАР,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7119454,PJ's Coffee,Кофе,США,1978-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q137293809,PRESERVE,Кофе,Китайская Республика (Тайвань),2022-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q12331633,Peter Larsens Kaffe,Кофе,Дания,1902-04-02T00:00:00Z,,,
http://www.wikidata.org/entity/Q126489285,Pickup Coffee,Кофе,,2022-02-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q18166370,Pie Face,Кофе,Австралия,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7230543,Port City Java,Кофе,США,1995-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q131936188,Retrograde Wrexham,Кофе,Великобритания,,,,
http://www.wikidata.org/entity/Q7374169,Royal Farms,Кофе,США,,,,
http://www.wikidata.org/entity/Q104887237,"Rubber Cultuur Maatschappij ""Kendeng Lemboe""",Кофе,Нидерланды,1909-08-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2202850,Röstfein,Кофе,Германия,,,,
http://www.wikidata.org/entity/Q7392718,SPoT Coffee,Кофе,Канада,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q122764967,Santos Palace,Кофе,Бельгия,1911-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q135728368,Saquella,Кофе,Италия,1856-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q862180,Second Cup,Кофе,Канада,1975-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q5862430,Shirin Asal Food Industrial Group,Кофе,Иран,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q130868061,Stop Cafe,Кофе,,,,,
http://www.wikidata.org/entity/Q2695932,Stumptown Coffee Roasters,Кофе,США,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q104733666,"Sumatra Rubber Cultuur Maatschappij ""Serbadjadi""",Кофе,Нидерланды,1909-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q16951700,Sumo Salad,Кофе,Австралия,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q112861795,Tanoak seed,Кофе,,,,,
http://www.wikidata.org/entity/Q564213,Tchibo,Кофе,Германия,1949-03-15T00:00:00Z,3400000000,8300,
http://www.wikidata.org/entity/Q564213,Tchibo,Кофе,Германия,1949-03-15T00:00:00Z,3400000000,12000,
http://www.wikidata.org/entity/Q7726599,The Coffee Club,Кофе,Австралия,1989-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7735180,The Freaky Bean Coffee Company,Кофе,,2005-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7807011,Timothy's World Coffee,Кофе,Канада,1975-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q104530260,Tjiboeni-Tjipongpok Caoutchouc Maatschappij,Кофе,Нидерланды,1910-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3541983,Tully's Coffee,Кофе,США,1992-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7887616,United Coffee,Кофе,,1818-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3554415,Van Houtte,Кофе,,1919-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3138841,Van Nelle,Кофе,Нидерланды,1782-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7937293,Vittoria Coffee,Кофе,Австралия,1947-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7996831,Whittard of Chelsea,Кофе,Великобритания,1886-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q61804826,Wild Bean Cafe,Кофе,,,,,
http://www.wikidata.org/entity/Q2183106,Zoelen (Commewijne),Кофе,Суринам,,,,
http://www.wikidata.org/entity/Q105714225,dr.cafe Coffee,Кофе,Саудовская Аравия,,,,
http://www.wikidata.org/entity/Q969999,illy,Кофе,Италия,1933-01-01T00:00:00Z,568000000,1230,
http://www.wikidata.org/entity/Q6885821,mmmuffins,Кофе,,1979-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q381188,AeroPress,Кофе,,2005-11-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q55662627,Coffee Like,Кофе,,2013-11-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q608845,Costa Coffee,Кофе,Великобритания,1971-01-01T00:00:00Z,,17809,
http://www.wikidata.org/entity/Q329426,Danone,Кофе,Испания,1919-01-01T00:00:00Z,27619000000,98105,
http://www.wikidata.org/entity/Q795575,Diedrich Coffee,Кофе,,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q847743,Dunkin’ Donuts,Кофе,США,1950-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q25303121,JDE Peet’s,Кофе,Нидерланды,2015-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q670154,Julius Meinl,Кофе,Австрия,1862-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q327751,Kraft Foods,Кофе,США,2012-01-01T00:00:00Z,,22500,
http://www.wikidata.org/entity/Q543750,Lavazza,Кофе,Италия,1895-01-01T00:00:00Z,1473000000,3800,
http://www.wikidata.org/entity/Q543750,Lavazza,Кофе,Италия,1895-01-01T00:00:00Z,3100000000,3800,
http://www.wikidata.org/entity/Q3114287,McCafé,Кофе,,1993-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q301301,Nespresso,Кофе,Швейцария,1986-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q37158,Starbucks,Кофе,США,1971-03-30T00:00:00Z,37184400000,191000,-5321200000
http://www.wikidata.org/entity/Q37158,Starbucks,Кофе,США,1971-03-30T00:00:00Z,37184400000,245000,-5321200000
http://www.wikidata.org/entity/Q37158,Starbucks,Кофе,США,1971-03-30T00:00:00Z,37184400000,383000,-5321200000
http://www.wikidata.org/entity/Q4051716,Traveler’s Coffee,Кофе,,1997-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1185060,Ueshima Coffee Company,Кофе,Япония,1933-01-01T00:00:00Z,,3668,
http://www.wikidata.org/entity/Q2637272,Wayne’s Coffee,Кофе,Швеция,1994-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2637272,Wayne’s Coffee,Кофе,Россия,1994-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q131426654,Белкофе,Кофе,Беларусь,1946-01-01T00:00:00Z,2033000,49,1609000
http://www.wikidata.org/entity/Q1704731,Габет,Кофе,,,,,
http://www.wikidata.org/entity/Q6485288,Кафе Ландвер (сеть кофеен),Кофе,Израиль,1919-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2915350,Осем,Кофе,Израиль,1942-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q4380233,Производство кофе на Филиппинах,Кофе,Филиппины,,,,
http://www.wikidata.org/entity/Q15951082,Русский продукт,Кофе,,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q175106,Тим Хортонс,Кофе,Канада,1964-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q30891188,Шоколадница,Кофе,Россия,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3058833,кафе,Кофе,Бельгия,,,,
http://www.wikidata.org/entity/Q19903001,кофеварение,Кофе,,,,,
http://www.wikidata.org/entity/Q2363097,кофеобжарочное производство,Кофе,,,,,
http://www.wikidata.org/entity/Q1147545,френч-пресс,Кофе,,1852-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q101249024,Q101249024,Чай,Бельгия,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q101249024,Q101249024,Чай,Франция,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q110122154,Q110122154,Чай,Малайзия,2019-12-08T00:00:00Z,,,
http://www.wikidata.org/entity/Q113383595,Q113383595,Чай,Франция,2013-02-13T00:00:00Z,,,
http://www.wikidata.org/entity/Q48928838,Q48928838,Чай,Китай,1899-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q48928861,Q48928861,Чай,Китай,,,,
http://www.wikidata.org/entity/Q19872246,American Tea Room,Чай,,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q117841805,"Antique Assam Tea Farm, Sun Moon Lake",Чай,Китайская Республика (Тайвань),,,,
http://www.wikidata.org/entity/Q17165535,BKI Foods,Чай,Дания,1960-01-01T00:00:00Z,940000000,245,
http://www.wikidata.org/entity/Q83437245,Bambu,Чай,США,,,,
http://www.wikidata.org/entity/Q12302886,Baresso,Чай,Дания,1999-09-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q4906821,Bigelow Tea Company,Чай,,1945-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q105426875,British Rubber Estates of Java,Чай,Соединённое королевство Великобритании и Ирландии,1910-05-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q5001481,Bushell's,Чай,Австралия,,,,
http://www.wikidata.org/entity/Q1020913,Bünting-Gruppe,Чай,Германия,1806-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q5017235,Café Coffee Day,Чай,Индия,1996-01-01T00:00:00Z,,20135,
http://www.wikidata.org/entity/Q105071259,Ceylon Tea Plantations,Чай,Великобритания,1886-12-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q105071259,Ceylon Tea Plantations,Чай,Соединённое королевство Великобритании и Ирландии,1886-12-10T00:00:00Z,,,
http://www.wikidata.org/entity/Q5121803,Circus Drive-In,Чай,США,1954-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q20053402,Coca Cola Brasil,Чай,Бразилия,1942-04-18T00:00:00Z,,,
http://www.wikidata.org/entity/Q120997937,Compose Coffee,Чай,Республика Корея,2014-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q105233535,Cultuur Maatschappij Pondok-Gedeh,Чай,Нидерланды,1832-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3019129,DavidsTea,Чай,Канада,2008-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q65154379,Dille & Kamille,Чай,Нидерланды,1974-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q1252809,Douwe Egberts,Чай,Нидерланды,1753-01-01T00:00:00Z,,7579,
http://www.wikidata.org/entity/Q105296791,Dutch East Indian Agricultural Company,Чай,Нидерланды,1884-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q12611298,Ediya Coffee,Чай,Республика Корея,2001-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q5399993,Establecimiento Las Marías,Чай,Аргентина,,,,
http://www.wikidata.org/entity/Q110769361,FLORAPHARM Pflanzliche Naturprodukte GmbH,Чай,Германия,,,,
http://www.wikidata.org/entity/Q132291927,Fleur de Café,Чай,Нидерланды,2007-01-01T00:00:00Z,,18,
http://www.wikidata.org/entity/Q129256375,Fresh Corner,Чай,,,,,
http://www.wikidata.org/entity/Q5581670,Gong Cha,Чай,Китайская Республика (Тайвань),2006-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q5582544,Good Earth Tea,Чай,США,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q106291172,Harrisons & Crosfield,Чай,Великобритания,1844-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q106291172,Harrisons & Crosfield,Чай,Соединённое королевство Великобритании и Ирландии,1844-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q24945529,Heladiv,Чай,,1990-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q105477506,Insulinde Cultuur Syndicaat,Чай,Нидерланды,1910-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q12058335,Jemča,Чай,Чехия,1974-01-01T00:00:00Z,152244000,77,12713000
http://www.wikidata.org/entity/Q17110502,Kakuzi Limited,Чай,,,,,
http://www.wikidata.org/entity/Q6350154,Kalahari Tea,Чай,,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q126468015,Kuddly Krab,Чай,,,,,
http://www.wikidata.org/entity/Q944186,Kusmi Tea,Чай,Франция,1867-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q112216492,"Landbouw Maatschappij ""Pasir Kananga""",Чай,Нидерланды,1897-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q17064706,Limuru Tea Company Limited,Чай,,,,,
http://www.wikidata.org/entity/Q125292463,Madura Tea Estates,Чай,Австралия,,,,
http://www.wikidata.org/entity/Q913864,Mariage Frères,Чай,Франция,1854-01-01T00:00:00Z,30791000,,
http://www.wikidata.org/entity/Q576340,Maspex,Чай,Польша,1990-01-01T00:00:00Z,602000000,323,
http://www.wikidata.org/entity/Q25021306,Maya Tea Company,Чай,,1996-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q6844142,Mighty Leaf Tea,Чай,,2000-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q24934990,Mlesna,Чай,,1983-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q6961371,Nambarrie,Чай,,1860-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q106360262,Nerada Tea,Чай,,1882-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7069680,Numi Organic Tea,Чай,США,1999-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q2044120,PG Tips,Чай,,1930-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q30674569,Paul Bassett,Чай,,,,,
http://www.wikidata.org/entity/Q7260362,Punjana,Чай,,1896-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q111729778,Rakkasan Tea Company,Чай,США,2017-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q9322755,Rosamonte,Чай,Аргентина,1936-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q115136213,Rwanda Mountain Tea LTD,Чай,Руанда,,,,
http://www.wikidata.org/entity/Q7403389,Salada tea,Чай,,1892-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q30740477,Scop TI,Чай,Франция,2014-10-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q123416993,Sea Dyke,Чай,Китай,,,,
http://www.wikidata.org/entity/Q60769840,Society Tea,Чай,Индия,1933-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7602918,Stash Tea Company,Чай,США,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q16908964,T K Group of Industries,Чай,,1972-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q48802134,T2,Чай,Австралия,,,,
http://www.wikidata.org/entity/Q16966589,TWG Tea,Чай,Сингапур,2008-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q7691065,Tea Forté,Чай,,2003-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q10939065,TenRen's Tea,Чай,,1953-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q104530260,Tjiboeni-Tjipongpok Caoutchouc Maatschappij,Чай,Нидерланды,1910-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q93561941,Tuvunu,Чай,Греция,2012-10-12T00:00:00Z,,,
http://www.wikidata.org/entity/Q17087777,Two Leaves Tea Company,Чай,США,2005-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q17119335,Upton Tea Imports,Чай,,1989-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q3138841,Van Nelle,Чай,Нидерланды,1782-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q114067073,Xianluoguo,Чай,,,,,
http://www.wikidata.org/entity/Q361836,Yogi Tea,Чай,США,1984-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q17059517,Yorkshire Tea,Чай,Великобритания,1886-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q61302348,bootealicious,Чай,Канада,,,,
http://www.wikidata.org/entity/Q114828290,machi machi,Чай,,2018-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q107898772,tea company,Чай,,,,,
http://www.wikidata.org/entity/Q6021512,Çaykur,Чай,Турция,1983-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q4033598,Ahmad Tea,Чай,,1986-01-01T00:00:00Z,,,
http://www.wikidata.org/entity/Q20749102,Akbar Tea,Чай,,1969-01-01T00:00:00Z,,,
